"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1  BASE 979","2  BASE 961","3  BASE 962","4  BASE 967","5  BASE 9712","6  BASE 973","7  BASE 985","8  PROP ERR","9  ADD ERR","10 KOUT","11 LGK10","12 LGKZERO","13 LGEMAX","14 LGEC50","15 HVMX","16 ST979MX","17 HVKOUT","1 SD(BASE)","2 SD(KOUT)","3 SD(K10)","4 SD(KZERO)","5 SD(EMAX)","6 SD(EC50)","7 SD(EPS)","SIGMA(1,1)","se1  BASE 979","se2  BASE 961","se3  BASE 962","se4  BASE 967","se5  BASE 9712","se6  BASE 973","se7  BASE 985","se8  PROP ERR","se9  ADD ERR","se10 KOUT","se11 LGK10","se12 LGKZERO","se13 LGEMAX","se14 LGEC50","se15 HVMX","se16 ST979MX","se17 HVKOUT","se1 SD(BASE)","se2 SD(KOUT)","se3 SD(K10)","se4 SD(KZERO)","se5 SD(EMAX)","se6 SD(EC50)","se7 SD(EPS)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_eta6(%)","shrinkage_eta7(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21","EI22","EI23","EI24","EI25"
518,1,1,0,0,0,0,0,1,0,0,1,0,2.7,NA,FOCE_I,NA,3585.58,0,20184.5379109245,3.77697,5.4779,6.10276,5.37148,6.32558,2.96702,3.92302,0.11628,0,-3.85544,-4.65896,-5.4,0.369232,7.97898,0.616078,-0.622354,0.925355,0.0145928,0.747374,0,0,0.22663,0,0.0982545,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2636.25,0,20087.322475211,3.74956,5.47135,6.08525,5.34045,6.32196,2.96091,3.90036,0.118289,0,-3.47014,-4.71796,-5.4,0.40424,8.07637,0.647046,-0.655445,0.705872,0.0144478,0.237917,0,0,0.237641,0,0.106424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,3235.7,0,19776.1671772672,3.7628,5.46062,6.05168,5.28765,6.35603,2.95874,3.87662,0.116966,0,-3.49943,-4.5436,-5.4,0.311241,7.72494,0.549134,-0.634212,0.680004,0.012917,0.42382,0,0,0.342189,0,0.105787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,3231.14,0,21219.670616367,3.76752,5.4718,6.11908,5.32573,6.32834,2.96729,3.89626,0.119934,0,-3.33989,-4.62504,-5.4,0.12982,7.62403,0.739484,-0.657945,0.61299,0.0134605,0.365903,0,0,0.242224,0,0.131843,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,4056.45,0,21320.2481159815,3.77925,5.47238,6.08937,5.35547,6.3318,2.94997,3.91088,0.117541,0,-3.74402,-4.53908,-5.4,0.298487,7.65075,0.55589,-0.646656,0.979648,0.0141927,0.798652,0,0,0.300763,0,0.133096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,3124.17,0,19858.2848408026,3.7748,5.45807,6.11199,5.35837,6.31661,2.96106,3.87892,0.112848,0,-3.41869,-4.59555,-5.4,0.207769,7.70745,0.540816,-0.567859,0.617259,0.0126339,0.420116,0,0,0.292869,0,0.105586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,1,1,0,1,0,0,0,0,0,0,2,0,3.3,NA,FOCE_I,NA,3872.09,0,20270.8274891123,3.76142,5.45642,6.09169,5.34986,6.33855,2.93876,3.87373,0.120563,0,-3.49395,-4.59011,-5.4,0.24547,7.73574,0.473097,-0.562618,0.662022,0.0126127,0.307068,0,0,0.314995,0,0.0946519,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2396.93,0,20870.332108901,3.77345,5.48674,6.0905,5.34249,6.33161,2.94786,3.88034,0.120036,0,-4.02754,-4.55314,-5.4,0.294118,7.84435,0.733717,-0.488353,1.15379,0.0135549,0.486793,0,0,0.238527,0,0.100866,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,1,1,0,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,NA,4674.87,0,20473.7028882665,3.77397,5.49347,6.09071,5.41992,6.31629,2.94478,3.88334,0.117444,0,-3.75698,-4.45782,-5.4,0.31775,7.52346,0.503316,-0.73661,0.808592,0.0141709,0.79645,0,0,0.300199,0,0.137869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,2519.27,0,20309.8739419063,3.7588,5.4539,6.08448,5.34131,6.36485,2.97766,3.8651,0.120633,0,-3.77624,-4.51578,-5.4,0.182942,7.6319,0.839833,-0.466044,0.809154,0.0115306,0.604594,0,0,0.198074,0,0.0957715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,4060.42,0,20888.7209599836,3.7457,5.48917,6.08408,5.33386,6.32014,2.96678,3.85433,0.121475,0,-3.77689,-4.48398,-5.4,0.195945,7.6617,0.686777,-0.461658,0.807155,0.0147532,0.680801,0,0,0.206514,0,0.0916479,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2568.29,0,21070.2613680646,3.77014,5.47694,6.13992,5.34396,6.35812,2.96726,3.86151,0.122227,0,-3.85774,-4.49069,-5.4,0.284209,7.68028,0.700271,-0.619647,0.947243,0.0155879,0.697913,0,0,0.264084,0,0.113642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,1,1,0,1,0,0,0,0,0,0,0,0,3.0,NA,FOCE_I,NA,3278.68,0,21332.5504386758,3.76644,5.4417,6.05261,5.29678,6.3572,2.96761,3.89076,0.119179,0,-3.58894,-4.64098,-5.4,0.37037,7.95221,0.515625,-0.574776,0.838088,0.0132163,0.249009,0,0,0.32677,0,0.116925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2833.36,0,20765.7221399492,3.79583,5.49691,6.15273,5.35669,6.35894,2.95333,3.87201,0.113883,0,-3.77845,-4.58912,-5.4,0.226839,7.88775,1.01081,-0.521527,0.819922,0.0127628,0.751904,0,0,0.264201,0,0.128413,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,1,1,0,0,0,0,0,1,0,0,0,0,3.0,NA,FOCE_I,NA,3403.66,0,21526.2385229855,3.7822,5.48391,6.11204,5.35831,6.29838,2.93931,3.86491,0.117189,0,-3.85328,-4.59389,-5.4,0.345467,8.01724,0.825195,-0.413095,1.03175,0.012228,0.640603,0,0,0.316021,0,0.107154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2501.12,0,20577.6323612501,3.76522,5.43367,6.0998,5.3448,6.33412,2.96447,3.85466,0.117671,0,-3.86109,-4.40904,-5.4,0.399011,7.59801,0.416267,-0.770259,0.964066,0.0140348,0.558949,0,0,0.301955,0,0.115637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,2631.67,0,20018.8145764176,3.78352,5.39431,6.08524,5.36161,6.3175,2.95081,3.85898,0.117033,0,-3.86505,-4.35171,-5.4,0.298847,7.47525,0.235637,-0.546702,1.07351,0.0120613,0.644594,0,0,0.297456,0,0.0896273,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,3139.36,0,21336.1855792902,3.7867,5.45317,6.04968,5.34609,6.34712,2.9599,3.87714,0.118365,0,-3.7258,-4.58262,-5.4,0.375638,7.80687,0.520921,-0.590827,0.928851,0.0127539,0.410126,0,0,0.35203,0,0.118806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,3249.3,0,20605.435724482,3.78256,5.51292,6.05937,5.37615,6.33341,2.95762,3.8812,0.114681,0,-3.81841,-4.56307,-5.4,0.334192,7.761,0.873812,-0.732828,0.855956,0.013163,0.672419,0,0,0.204053,0,0.119689,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2283.45,0,19785.0193808104,3.76787,5.44378,6.10609,5.36072,6.31417,2.94778,3.90899,0.118204,0,-3.56073,-4.68074,-5.4,0.305544,7.91048,0.698573,-0.552931,0.805384,0.0128652,0.271278,0,0,0.313768,0,0.0809031,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,3614.35,0,20541.9742572333,3.75951,5.4368,6.11343,5.32179,6.3571,2.95083,3.85195,0.119967,0,-3.45571,-4.55559,-5.4,0.24923,7.72826,0.55987,-0.538291,0.563061,0.0136607,0.294317,0,0,0.285448,0,0.119107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,1,1,0,1,0,0,0,0,0,0,2,0,3.7,NA,FOCE_I,NA,4563.96,0,20572.2732101475,3.77148,5.4988,6.14359,5.32176,6.33167,2.95021,3.89224,0.11557,0,-3.47754,-4.81135,-5.4,0.385241,8.27134,0.936548,-0.522268,0.668609,0.0137963,0.303968,0,0,0.297014,0,0.132302,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2587.96,0,20638.4940929456,3.75498,5.46924,6.12463,5.3853,6.34799,2.95502,3.90826,0.117942,0,-3.78298,-4.59977,-5.4,0.40679,7.89714,0.743777,-0.626298,0.996845,0.0128467,0.486979,0,0,0.305167,0,0.0920325,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,1,1,0,0,0,0,0,1,0,0,7,0,2.8,NA,FOCE_I,NA,12511.36,0,21142.9129989785,3.78367,5.49903,6.12528,5.33755,6.33474,2.96147,3.89145,0.119733,0,-3.50138,-4.71125,-5.4,0.437498,8.21638,0.680778,-0.768223,0.795406,0.0123782,0.562117,0,0,0.306204,0,0.11301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,1,1,0,0,0,0,0,1,0,0,3,0,1.8,NA,FOCE_I,NA,7020.24,0,21048.8259783675,3.77214,5.46656,6.10307,5.36041,6.31802,2.96994,3.87591,0.116309,0,-3.64835,-4.541,-5.4,0.338072,7.7704,0.702906,-0.482763,0.678172,0.01477,0.780761,0,0,0.201247,0,0.101881,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,4008.21,0,20670.1804652204,3.75058,5.45846,6.0794,5.3235,6.32448,2.94843,3.88092,0.119873,0,-3.56085,-4.61012,-5.4,0.311687,7.91735,0.678551,-0.664854,0.659476,0.0146942,0.414593,0,0,0.218975,0,0.119779,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,5373.66,0,21237.8688300872,3.76032,5.47605,6.11809,5.36384,6.32632,2.96888,3.89886,0.119528,0,-3.46868,-4.57323,-5.4,0.231784,7.72769,0.650512,-0.546559,0.677258,0.0133461,0.387381,0,0,0.21979,0,0.12197,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2780.57,0,20370.4743987763,3.76155,5.45739,6.12805,5.32526,6.32091,2.95262,3.89217,0.117422,0,-3.46517,-4.62732,-5.4,0.366492,7.86595,0.663275,-0.651536,0.595264,0.0109173,0.329266,0,0,0.262992,0,0.0810266,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,4053.81,0,20606.5443505234,3.77419,5.41539,6.1082,5.38614,6.33193,2.96043,3.86841,0.123219,0,-3.51889,-4.58171,-5.4,0.216367,7.7465,0.589773,-0.49423,0.693147,0.0118537,0.339914,0,0,0.304091,0,0.108158,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,1,1,0,1,0,0,0,0,0,0,0,0,3.0,NA,FOCE_I,NA,3213.73,0,20632.8883631674,3.78629,5.50147,6.10323,5.30737,6.35222,2.94544,3.89348,0.117191,0,-3.50836,-4.72748,-5.4,0.215601,7.93279,0.701624,-0.418313,0.899634,0.0126985,0.378395,0,0,0.31507,0,0.125891,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2771.68,0,20303.3332915456,3.77044,5.46509,6.14146,5.36752,6.33405,2.95457,3.87781,0.116865,0,-3.62365,-4.68874,-5.4,0.375933,8.00924,0.758919,-0.723489,0.699444,0.0145248,0.658763,0,0,0.269886,0,0.0984509,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,1,1,0,0,0,0,0,1,0,0,2,0,2.7,NA,FOCE_I,NA,4951.8,0,19773.8514133596,3.76935,5.45588,6.05965,5.35574,6.33673,2.97468,3.91228,0.117052,0,-3.997,-4.60093,-5.4,0.420431,7.94015,0.696948,-0.767689,1.05113,0.0132458,0.599565,0,0,0.269001,0,0.124979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,1,1,0,0,0,0,0,1,0,0,3,0,0.4,NA,FOCE_I,NA,8039.41,0,21213.545640084,3.75584,5.43947,6.14368,5.29488,6.34063,2.96069,3.8509,0.122403,0,-3.55889,-4.47428,-5.4,0.295842,7.62776,0.513499,-0.62001,0.826528,0.0129863,0.323136,0,0,0.287619,0,0.108863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,3959.93,0,21493.0852224733,3.78302,5.48409,6.13892,5.32409,6.33648,2.96288,3.88759,0.120047,0,-3.75667,-4.60587,-5.4,0.193418,7.715,0.673839,-0.541366,0.810997,0.0133879,0.691235,0,0,0.202288,0,0.116702,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,1,1,0,1,0,0,0,0,0,0,0,0,4.1,NA,FOCE_I,NA,3391.62,0,19932.4279649181,3.73855,5.41153,6.11825,5.34746,6.34268,2.94536,3.87903,0.119369,0,-3.63095,-4.54337,-5.4,0.356585,7.78298,0.515757,-0.741077,0.810881,0.0138021,0.273134,0,0,0.329054,0,0.0747992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2304.42,0,19791.1686878474,3.77466,5.41965,6.10675,5.34048,6.35452,2.96644,3.87001,0.112291,0,-3.87227,-4.56076,-5.4,0.282631,7.77883,0.679994,-0.581419,1.09664,0.0111603,0.461755,0,0,0.249538,0,0.10795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2749.39,0,21047.6124242805,3.76433,5.46184,6.08844,5.28338,6.33091,2.93673,3.87283,0.121237,0,-3.81913,-4.46458,-5.4,0.314919,7.67266,0.588562,-0.614744,0.773791,0.0137543,0.800549,0,0,0.233417,0,0.102497,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2860.47,0,19221.2878989574,3.7756,5.40156,6.0884,5.37185,6.3307,2.93124,3.90199,0.111548,0,-3.72605,-4.55308,-5.4,0.155179,7.64898,0.796331,-0.447386,0.931345,0.0125511,0.467281,0,0,0.293037,0,0.0960159,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
