"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","1  BASE 979","2  BASE 961","3  BASE 962","4  BASE 967","5  BASE 9712","6  BASE 973","7  BASE 985","8  PROP ERR","9  ADD ERR","10 KOUT","11 LGK10","12 LGKZERO","13 LGEMAX","14 LGEC50","15 HVMX","16 ST979MX","17 HVKOUT","1 SD(BASE)","2 SD(KOUT)","3 SD(K10)","4 SD(KZERO)","5 SD(EMAX)","6 SD(EC50)","7 SD(EPS)","SIGMA(1,1)","se1  BASE 979","se2  BASE 961","se3  BASE 962","se4  BASE 967","se5  BASE 9712","se6  BASE 973","se7  BASE 985","se8  PROP ERR","se9  ADD ERR","se10 KOUT","se11 LGK10","se12 LGKZERO","se13 LGEMAX","se14 LGEC50","se15 HVMX","se16 ST979MX","se17 HVKOUT","se1 SD(BASE)","se2 SD(KOUT)","se3 SD(K10)","se4 SD(KZERO)","se5 SD(EMAX)","se6 SD(EC50)","se7 SD(EPS)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_eta6(%)","shrinkage_eta7(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19","EI20","EI21","EI22","EI23","EI24","EI25"
480,1,1,0,1,0,0,0,0,0,0,2,0,3.2,NA,FOCE_I,NA,6056.87,0,20143.5293810064,3.77811,5.46985,6.10464,5.40454,6.33651,2.95142,3.89116,0.112569,0,-3.60415,-4.60439,-5.4,0.441092,7.96007,0.664421,-0.642362,0.697356,0.0119749,0.563665,0,0,0.306256,0,0.0962853,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,1,1,0,1,0,0,0,0,0,0,1,0,3.0,NA,FOCE_I,NA,3943.18,0,21309.8100871867,3.75538,5.47178,6.15316,5.33719,6.31296,2.952,3.86678,0.120483,0,-3.68789,-4.53824,-5.4,0.440829,7.9136,0.613712,-0.572514,0.805426,0.0115509,0.625106,0,0,0.311575,0,0.0962005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,3313.46,0,20174.4096183731,3.77882,5.48389,6.10301,5.30904,6.31503,2.96263,3.88837,0.120164,0,-3.38737,-4.68481,-5.4,0.144498,7.87766,0.661033,-0.453087,0.620547,0.0128288,0.34688,0,0,0.241166,0,0.135684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,3075.71,0,19137.7747593397,3.7832,5.45477,6.10596,5.32003,6.31285,2.94194,3.88813,0.114153,0,-3.31306,-4.56549,-5.4,0.280848,7.73399,0.674684,-0.620247,0.46479,0.0121363,0.373188,0,0,0.220933,0,0.108666,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,3481.7,0,20073.1311283452,3.77302,5.49478,6.13111,5.3518,6.3315,2.95689,3.89159,0.116776,0,-3.38296,-4.61164,-5.4,0.41497,7.92085,0.586594,-0.672256,0.551278,0.0132973,0.325122,0,0,0.313731,0,0.0939371,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,2597.61,0,20034.1786484442,3.75855,5.42504,6.03281,5.33256,6.34478,2.95239,3.89727,0.121201,0,-3.86948,-4.60058,-5.4,0.242036,7.85529,0.720007,-0.593098,1.09579,0.0119975,0.584049,0,0,0.289427,0,0.11586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,3652.69,0,19962.5545233711,3.78213,5.46395,6.08259,5.28687,6.30976,2.95331,3.89253,0.116675,0,-3.82999,-4.59909,-5.4,0.260839,7.77965,0.597149,-0.5777,0.950648,0.0109182,0.76927,0,0,0.235251,0,0.111908,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,1,1,0,1,0,0,0,0,0,0,2,0,3.6,NA,FOCE_I,NA,4887.21,0,19461.4051977517,3.7497,5.4726,6.11411,5.35268,6.30898,2.94436,3.85639,0.116972,0,-3.7656,-4.4477,-5.4,0.366073,7.68322,0.530274,-0.682619,0.944408,0.0147547,0.689985,0,0,0.246837,0,0.0965757,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,3872.18,0,21725.4513674852,3.77138,5.51356,6.08758,5.33643,6.34671,2.95476,3.9007,0.121154,0,-3.49956,-4.65813,-5.4,0.233159,7.89696,0.837673,-0.51662,0.580888,0.0145678,0.904479,0,0,0.199881,0,0.122101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2713.11,0,21447.4041880254,3.78781,5.481,6.09663,5.35875,6.33877,2.9501,3.91841,0.119435,0,-3.75793,-4.69878,-5.4,0.252314,7.95658,0.762552,-0.59274,0.947023,0.0119209,0.67772,0,0,0.283669,0,0.12524,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,3523.07,0,22084.5566844117,3.80303,5.48223,6.1136,5.32928,6.35242,2.95837,3.89241,0.118264,0,-3.82915,-4.60118,-5.4,0.389771,7.96482,0.664996,-0.735373,1.05687,0.0117877,0.531897,0,0,0.270498,0,0.122545,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,1,1,0,1,0,0,0,0,0,0,1,0,3.7,NA,FOCE_I,NA,2596.86,0,20442.2227258723,3.75959,5.43453,6.13372,5.35309,6.31087,2.96747,3.87831,0.119334,0,-3.85884,-4.54473,-5.4,0.413538,7.84663,0.677301,-0.689553,0.988717,0.0142896,0.423561,0,0,0.187812,0,0.0954427,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,1921.01,0,20253.7349028523,3.76529,5.46233,6.07609,5.36943,6.32207,2.9605,3.85845,0.120142,0,-3.82446,-4.53257,-5.4,0.238821,7.80612,0.58042,-0.43908,1.08543,0.0134804,0.484502,0,0,0.265517,0,0.120367,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,1,1,0,1,0,0,0,0,0,0,1,0,3.8,NA,FOCE_I,NA,4359.56,0,20752.3005351366,3.767,5.42827,6.0891,5.38447,6.32217,2.95864,3.87864,0.114533,0,-3.60877,-4.59736,-5.4,0.271448,7.68028,0.515484,-0.679191,0.923845,0.0136759,0.464734,0,0,0.304247,0,0.0868386,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,1,1,0,0,0,0,0,1,0,0,5,0,2.4,NA,FOCE_I,NA,8150.54,0,20578.2912878368,3.77308,5.43529,6.08399,5.33595,6.31873,2.93804,3.82614,0.116936,0,-3.98116,-4.29118,-5.4,0.335118,7.41625,0.549222,-0.67958,0.992532,0.0130334,0.58907,0,0,0.286002,0,0.115453,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,4484.22,0,20745.9953826171,3.76741,5.46966,6.07774,5.38691,6.31949,2.96444,3.87103,0.12158,0,-3.41504,-4.63332,-5.4,0.240415,7.96708,0.912006,-0.464939,0.595067,0.0130348,0.219941,0,0,0.279661,0,0.107483,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,3274.5,0,21243.0184416375,3.78156,5.4845,6.08266,5.30675,6.33915,2.93965,3.88836,0.11698,0,-3.47865,-4.62316,-5.4,0.164845,7.8356,0.830505,-0.436175,0.542651,0.0121873,0.3546,0,0,0.305198,0,0.0949228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2734.26,0,19531.252362969,3.76952,5.44956,6.08712,5.38018,6.30185,2.97431,3.88904,0.116923,0,-3.50809,-4.67096,-5.4,0.259266,7.97253,0.778924,-0.391366,0.633514,0.0134986,0.388313,0,0,0.235158,0,0.0912216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,2900.69,0,20164.7160245749,3.76926,5.47892,6.10376,5.34314,6.34313,2.94488,3.88555,0.121496,0,-3.32648,-4.60751,-5.4,0.257297,7.75327,0.759212,-0.625237,0.554843,0.0110095,0.212762,0,0,0.261469,0,0.120585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,2970.88,0,20829.3782046858,3.75973,5.46387,6.0566,5.36539,6.3258,2.96026,3.86515,0.120442,0,-3.96786,-4.45249,-5.4,0.228375,7.53031,0.51383,-0.54893,0.990417,0.0141323,0.695344,0,0,0.200281,0,0.0939885,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,1,1,0,1,0,0,0,0,0,0,0,0,3.0,NA,FOCE_I,NA,3154.18,0,19983.5953802254,3.76853,5.46893,6.11321,5.35792,6.31813,2.96659,3.89004,0.11608,0,-3.40806,-4.74148,-5.4,0.386236,8.09473,0.634898,-0.639523,0.67835,0.0109616,0.193105,0,0,0.291131,0,0.112824,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,1,1,0,1,0,0,0,0,0,0,14,0,3.3,NA,FOCE_I,NA,15488.42,0,20221.8237505293,3.7676,5.39641,6.12859,5.32809,6.32318,2.96711,3.87485,0.113776,0,-3.94954,-4.43439,-5.4,0.240468,7.60711,0.718244,-0.514747,1.0479,0.0127437,0.592563,0,0,0.223375,0,0.094153,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2594.08,0,20819.0605686397,3.78152,5.47868,6.13596,5.30806,6.33061,2.95191,3.88681,0.116329,0,-3.88022,-4.48998,-5.4,0.249666,7.57868,0.727459,-0.605503,0.985174,0.0122768,0.570674,0,0,0.259185,0,0.107926,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2555.81,0,19887.1626845339,3.79147,5.47132,6.11797,5.30754,6.32866,2.96922,3.88467,0.115898,0,-3.85658,-4.61746,-5.4,0.402897,7.92264,0.623798,-0.721286,1.04196,0.0120108,0.596455,0,0,0.272253,0,0.11715,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,2804.54,0,20808.1840838755,3.74747,5.4382,6.1327,5.29173,6.3227,2.95034,3.87663,0.119128,0,-3.85503,-4.52232,-5.4,0.310233,7.64964,0.422763,-0.6483,1.2496,0.0139191,0.54544,0,0,0.305663,0,0.0954566,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,1,1,0,1,0,0,0,0,0,0,0,0,4.6,NA,FOCE_I,NA,2562.8,0,20311.8025309718,3.77224,5.44759,6.11848,5.35021,6.30177,2.95141,3.88939,0.117069,0,-3.59703,-4.55151,-5.4,0.0677752,7.56905,0.802954,-0.499938,0.756025,0.01132,0.555769,0,0,0.299009,0,0.0982706,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,1,1,0,1,0,0,0,0,0,0,0,0,3.8,NA,FOCE_I,NA,2644.07,0,20469.2268917244,3.75625,5.44009,6.13436,5.33622,6.33934,2.9489,3.87336,0.121608,0,-3.56722,-4.54833,-5.4,0.25554,7.7538,0.618067,-0.567349,0.818601,0.0129858,0.312893,0,0,0.304759,0,0.0871043,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,1,1,0,0,0,0,0,1,0,0,1,0,3.0,NA,FOCE_I,NA,4624.29,0,19673.2495781789,3.77617,5.42451,6.074,5.29805,6.35276,2.94804,3.8583,0.115635,0,-3.87527,-4.43715,-5.4,0.242462,7.68505,0.649624,-0.538387,1.06657,0.0123105,0.634691,0,0,0.280904,0,0.0996732,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,1,1,0,0,0,0,0,1,0,0,1,0,2.9,NA,FOCE_I,NA,3844.63,0,20322.58005921,3.77253,5.42781,6.12276,5.35418,6.323,2.94713,3.85719,0.117309,0,-3.75408,-4.46212,-5.4,0.290128,7.59248,0.561066,-0.644103,0.858604,0.0135088,0.431309,0,0,0.316412,0,0.106196,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,1,1,0,0,0,0,0,1,0,0,1,0,2.2,NA,FOCE_I,NA,3505.1,0,20382.2985830666,3.78018,5.47115,6.0983,5.32705,6.33827,2.93417,3.88857,0.118654,0,-3.77461,-4.44519,-5.4,0.470069,7.69741,0.567946,-0.75928,0.850891,0.0109401,0.506585,0,0,0.300998,0,0.0738006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,4197.87,0,19545.3776916043,3.77946,5.49208,6.08266,5.38761,6.32449,2.95809,3.84534,0.117987,0,-3.69943,-4.46846,-5.4,0.224718,7.57843,0.81876,-0.586341,0.729141,0.0145746,0.799572,0,0,0.317585,0,0.103424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,3339.99,0,20450.886885428,3.77195,5.46008,6.09168,5.35208,6.33251,2.96455,3.8789,0.115936,0,-3.5087,-4.6537,-5.4,0.383683,7.97129,0.441994,-0.66892,0.808188,0.0114526,0.271386,0,0,0.331588,0,0.106489,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,2212.62,0,20114.8910635482,3.7975,5.41348,6.13748,5.33562,6.30447,2.96136,3.88224,0.116977,0,-3.68945,-4.53212,-5.4,0.291288,7.67264,0.52058,-0.650609,0.84747,0.0111108,0.47374,0,0,0.190353,0,0.101779,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,1,1,0,1,0,0,0,0,0,0,1,0,3.7,NA,FOCE_I,NA,3471.07,0,20610.978893721,3.78812,5.47835,6.09546,5.32409,6.37092,2.94313,3.91028,0.117666,0,-3.64158,-4.58358,-5.4,0.211645,7.69924,0.718019,-0.505483,0.691214,0.010946,0.834616,0,0,0.316251,0,0.0993104,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,3549.61,0,21492.4621169805,3.7498,5.44896,6.16632,5.32682,6.32841,2.95535,3.87238,0.12076,0,-3.97028,-4.52554,-5.4,0.366588,7.7605,0.534957,-0.701747,1.20771,0.012866,0.399682,0,0,0.295193,0,0.0926592,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,1,1,0,1,0,0,0,0,0,0,2,0,3.2,NA,FOCE_I,NA,4499.64,0,21133.6928771646,3.78445,5.48589,6.13083,5.39004,6.3638,2.96835,3.8749,0.1185,0,-3.83596,-4.50378,-5.4,0.357614,7.7319,0.789428,-0.778345,0.927799,0.0130488,0.699117,0,0,0.283368,0,0.101995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,3493.11,0,21373.1001869507,3.7877,5.4777,6.15077,5.33069,6.34631,2.93378,3.85855,0.120327,0,-3.91876,-4.48461,-5.4,0.39098,7.85729,0.773187,-0.582209,0.924951,0.0128862,0.600423,0,0,0.308572,0,0.109112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,2460.75,0,19996.7411498983,3.78659,5.42694,6.13113,5.32453,6.34631,2.95658,3.88825,0.115638,0,-3.79082,-4.60583,-5.4,0.279439,7.87234,0.621009,-0.541158,0.948033,0.0121087,0.452947,0,0,0.279631,0,0.113141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
